provider_id,measure_name,score,hcahps_question,hcahps_answer_percent,hcahps_measure_id
100307,ED2,83,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
100313,ED2,85,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
100313,ED2,85,"Patients who reported YES, they would definitely recommend the hospital",90,H_RECMND_DY
100313,ED2,85,"Patients who reported YES, they would probably recommend the hospital",8,H_RECMND_PY
100314,ED2,166,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
100314,ED2,166,"Patients who reported YES, they would definitely recommend the hospital",86,H_RECMND_DY
100314,ED2,166,"Patients who reported YES, they would probably recommend the hospital",11,H_RECMND_PY
100315,ED2,86,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
100315,ED2,86,"Patients who reported YES, they would definitely recommend the hospital",88,H_RECMND_DY
100315,ED2,86,"Patients who reported YES, they would probably recommend the hospital",10,H_RECMND_PY
100316,ED2,104,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
100316,ED2,104,"Patients who reported YES, they would definitely recommend the hospital",76,H_RECMND_DY
100316,ED2,104,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
101300,ED2,77,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
101300,ED2,77,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
101300,ED2,77,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
101313,ED2,85,"Patients who reported NO, they would probably not or definitely not recommend the hospital",1,H_RECMND_DN
101313,ED2,85,"Patients who reported YES, they would definitely recommend the hospital",82,H_RECMND_DY
101313,ED2,85,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
110001,ED2,100,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110001,ED2,100,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
110001,ED2,100,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
110002,ED2,68,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
110002,ED2,68,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
110002,ED2,68,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
110003,ED2,82,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110003,ED2,82,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
110003,ED2,82,"Patients who reported YES, they would probably recommend the hospital",31,H_RECMND_PY
110004,ED2,64,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110004,ED2,64,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
110004,ED2,64,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
110005,ED2,92,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110005,ED2,92,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
110005,ED2,92,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
110006,ED2,118,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110006,ED2,118,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
110006,ED2,118,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
110007,ED2,138,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110007,ED2,138,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
110007,ED2,138,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
110008,ED2,98,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110008,ED2,98,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
110008,ED2,98,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
110010,ED2,152,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
110010,ED2,152,"Patients who reported YES, they would definitely recommend the hospital",86,H_RECMND_DY
110010,ED2,152,"Patients who reported YES, they would probably recommend the hospital",12,H_RECMND_PY
110011,ED2,48,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
110011,ED2,48,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
110011,ED2,48,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
110015,ED2,52,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110015,ED2,52,"Patients who reported YES, they would definitely recommend the hospital",78,H_RECMND_DY
110015,ED2,52,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
110016,ED2,88,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110016,ED2,88,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
110016,ED2,88,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
110018,ED2,62,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110018,ED2,62,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
110018,ED2,62,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
110023,ED2,81,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110023,ED2,81,"Patients who reported YES, they would definitely recommend the hospital",76,H_RECMND_DY
110023,ED2,81,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
110024,ED2,230,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110024,ED2,230,"Patients who reported YES, they would definitely recommend the hospital",75,H_RECMND_DY
110024,ED2,230,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
110025,ED2,103,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
110025,ED2,103,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
110025,ED2,103,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
110026,ED2,40,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
110026,ED2,40,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
110026,ED2,40,"Patients who reported YES, they would probably recommend the hospital",32,H_RECMND_PY
110027,ED2,50,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110027,ED2,50,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
110027,ED2,50,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
110028,ED2,116,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110028,ED2,116,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
110028,ED2,116,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
110029,ED2,113,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110029,ED2,113,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
110029,ED2,113,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
110030,ED2,100,"Patients who reported NO, they would probably not or definitely not recommend the hospital",11,H_RECMND_DN
110030,ED2,100,"Patients who reported YES, they would definitely recommend the hospital",52,H_RECMND_DY
110030,ED2,100,"Patients who reported YES, they would probably recommend the hospital",37,H_RECMND_PY
110031,ED2,106,"Patients who reported NO, they would probably not or definitely not recommend the hospital",10,H_RECMND_DN
110031,ED2,106,"Patients who reported YES, they would definitely recommend the hospital",62,H_RECMND_DY
110031,ED2,106,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
110032,ED2,34,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110032,ED2,34,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
110032,ED2,34,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
110034,ED2,192,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110034,ED2,192,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
110034,ED2,192,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
110035,ED2,125,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110035,ED2,125,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
110035,ED2,125,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
110036,ED2,277,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110036,ED2,277,"Patients who reported YES, they would definitely recommend the hospital",73,H_RECMND_DY
110036,ED2,277,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
110038,ED2,163,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110038,ED2,163,"Patients who reported YES, they would definitely recommend the hospital",78,H_RECMND_DY
110038,ED2,163,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
110039,ED2,68,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110039,ED2,68,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
110039,ED2,68,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
110040,ED2,65,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110040,ED2,65,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
110040,ED2,65,"Patients who reported YES, they would probably recommend the hospital",32,H_RECMND_PY
110041,ED2,79,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
110041,ED2,79,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
110041,ED2,79,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
110042,ED2,55,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110042,ED2,55,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
110042,ED2,55,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
110043,ED2,122,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110043,ED2,122,"Patients who reported YES, they would definitely recommend the hospital",77,H_RECMND_DY
110043,ED2,122,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
110044,ED2,125,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110044,ED2,125,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
110044,ED2,125,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
110045,ED2,161,"Patients who reported NO, they would probably not or definitely not recommend the hospital",15,H_RECMND_DN
110045,ED2,161,"Patients who reported YES, they would definitely recommend the hospital",49,H_RECMND_DY
110045,ED2,161,"Patients who reported YES, they would probably recommend the hospital",36,H_RECMND_PY
110046,ED2,106,"Patients who reported NO, they would probably not or definitely not recommend the hospital",12,H_RECMND_DN
110046,ED2,106,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
110046,ED2,106,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
110050,ED2,50,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110050,ED2,50,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
110050,ED2,50,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
110051,ED2,56,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
110051,ED2,56,"Patients who reported YES, they would definitely recommend the hospital",79,H_RECMND_DY
110051,ED2,56,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
110054,ED2,84,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110054,ED2,84,"Patients who reported YES, they would definitely recommend the hospital",76,H_RECMND_DY
110054,ED2,84,"Patients who reported YES, they would probably recommend the hospital",20,H_RECMND_PY
110064,ED2,315,"Patients who reported NO, they would probably not or definitely not recommend the hospital",9,H_RECMND_DN
110064,ED2,315,"Patients who reported YES, they would definitely recommend the hospital",64,H_RECMND_DY
110064,ED2,315,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
110069,ED2,130,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110069,ED2,130,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
110069,ED2,130,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
110071,ED2,79,"Patients who reported NO, they would probably not or definitely not recommend the hospital",11,H_RECMND_DN
110071,ED2,79,"Patients who reported YES, they would definitely recommend the hospital",52,H_RECMND_DY
110071,ED2,79,"Patients who reported YES, they would probably recommend the hospital",37,H_RECMND_PY
110073,ED2,48,"Patients who reported NO, they would probably not or definitely not recommend the hospital",11,H_RECMND_DN
110073,ED2,48,"Patients who reported YES, they would definitely recommend the hospital",53,H_RECMND_DY
110073,ED2,48,"Patients who reported YES, they would probably recommend the hospital",36,H_RECMND_PY
110074,ED2,115,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110074,ED2,115,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
110074,ED2,115,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
110075,ED2,129,"Patients who reported NO, they would probably not or definitely not recommend the hospital",10,H_RECMND_DN
110075,ED2,129,"Patients who reported YES, they would definitely recommend the hospital",56,H_RECMND_DY
110075,ED2,129,"Patients who reported YES, they would probably recommend the hospital",34,H_RECMND_PY
110076,ED2,162,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
110076,ED2,162,"Patients who reported YES, they would definitely recommend the hospital",63,H_RECMND_DY
110076,ED2,162,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
110078,ED2,128,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110078,ED2,128,"Patients who reported YES, they would definitely recommend the hospital",75,H_RECMND_DY
110078,ED2,128,"Patients who reported YES, they would probably recommend the hospital",20,H_RECMND_PY
110079,ED2,136,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110079,ED2,136,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
110079,ED2,136,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
110082,ED2,135,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110082,ED2,135,"Patients who reported YES, they would definitely recommend the hospital",79,H_RECMND_DY
110082,ED2,135,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
110083,ED2,159,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110083,ED2,159,"Patients who reported YES, they would definitely recommend the hospital",77,H_RECMND_DY
110083,ED2,159,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
110086,ED2,44,"Patients who reported NO, they would probably not or definitely not recommend the hospital",9,H_RECMND_DN
110086,ED2,44,"Patients who reported YES, they would definitely recommend the hospital",57,H_RECMND_DY
110086,ED2,44,"Patients who reported YES, they would probably recommend the hospital",34,H_RECMND_PY
110087,ED2,181,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110087,ED2,181,"Patients who reported YES, they would definitely recommend the hospital",79,H_RECMND_DY
110087,ED2,181,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
110089,ED2,55,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110089,ED2,55,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
110089,ED2,55,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
110091,ED2,116,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110091,ED2,116,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
110091,ED2,116,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
110092,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110092,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",62,H_RECMND_DY
110092,ED2,60,"Patients who reported YES, they would probably recommend the hospital",35,H_RECMND_PY
110095,ED2,146,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110095,ED2,146,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
110095,ED2,146,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
110100,ED2,65,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110100,ED2,65,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
110100,ED2,65,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
110101,ED2,53,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110101,ED2,53,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
110101,ED2,53,"Patients who reported YES, they would probably recommend the hospital",34,H_RECMND_PY
110104,ED2,82,"Patients who reported NO, they would probably not or definitely not recommend the hospital",10,H_RECMND_DN
110104,ED2,82,"Patients who reported YES, they would definitely recommend the hospital",55,H_RECMND_DY
110104,ED2,82,"Patients who reported YES, they would probably recommend the hospital",35,H_RECMND_PY
110105,ED2,70,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110105,ED2,70,"Patients who reported YES, they would definitely recommend the hospital",62,H_RECMND_DY
110105,ED2,70,"Patients who reported YES, they would probably recommend the hospital",32,H_RECMND_PY
110107,ED2,218,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110107,ED2,218,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
110107,ED2,218,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
110109,ED2,90,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110109,ED2,90,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
110109,ED2,90,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
110111,ED2,73,"Patients who reported NO, they would probably not or definitely not recommend the hospital",9,H_RECMND_DN
110111,ED2,73,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
110111,ED2,73,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
110113,ED2,83,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110113,ED2,83,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
110113,ED2,83,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
110115,ED2,207,"Patients who reported NO, they would probably not or definitely not recommend the hospital",11,H_RECMND_DN
110115,ED2,207,"Patients who reported YES, they would definitely recommend the hospital",63,H_RECMND_DY
110115,ED2,207,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
110121,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
110121,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
110121,ED2,60,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
110122,ED2,150,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110122,ED2,150,"Patients who reported YES, they would definitely recommend the hospital",75,H_RECMND_DY
110122,ED2,150,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
110124,ED2,59,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110124,ED2,59,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
110124,ED2,59,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
110125,ED2,90,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110125,ED2,90,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
110125,ED2,90,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
110128,ED2,93,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110128,ED2,93,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
110128,ED2,93,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
110129,ED2,195,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110129,ED2,195,"Patients who reported YES, they would definitely recommend the hospital",78,H_RECMND_DY
110129,ED2,195,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
110132,ED2,44,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110132,ED2,44,"Patients who reported YES, they would definitely recommend the hospital",59,H_RECMND_DY
110132,ED2,44,"Patients who reported YES, they would probably recommend the hospital",34,H_RECMND_PY
110135,ED2,75,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110135,ED2,75,"Patients who reported YES, they would definitely recommend the hospital",75,H_RECMND_DY
110135,ED2,75,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
110142,ED2,42,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110142,ED2,42,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
110142,ED2,42,"Patients who reported YES, they would probably recommend the hospital",31,H_RECMND_PY
110143,ED2,110,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110143,ED2,110,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
110143,ED2,110,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
110146,ED2,83,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110146,ED2,83,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
110146,ED2,83,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
110150,ED2,130,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
110150,ED2,130,"Patients who reported YES, they would definitely recommend the hospital",62,H_RECMND_DY
110150,ED2,130,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
110153,ED2,85,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110153,ED2,85,"Patients who reported YES, they would definitely recommend the hospital",79,H_RECMND_DY
110153,ED2,85,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
110161,ED2,106,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110161,ED2,106,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
110161,ED2,106,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
110164,ED2,78,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
110164,ED2,78,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
110164,ED2,78,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
110165,ED2,175,"Patients who reported NO, they would probably not or definitely not recommend the hospital",12,H_RECMND_DN
110165,ED2,175,"Patients who reported YES, they would definitely recommend the hospital",50,H_RECMND_DY
110165,ED2,175,"Patients who reported YES, they would probably recommend the hospital",38,H_RECMND_PY
110168,ED2,98,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110168,ED2,98,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
110168,ED2,98,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
110177,ED2,57,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110177,ED2,57,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
110177,ED2,57,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
110183,ED2,55,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
110183,ED2,55,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
110183,ED2,55,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
110184,ED2,98,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110184,ED2,98,"Patients who reported YES, they would definitely recommend the hospital",73,H_RECMND_DY
110184,ED2,98,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
110187,ED2,70,"Patients who reported NO, they would probably not or definitely not recommend the hospital",9,H_RECMND_DN
110187,ED2,70,"Patients who reported YES, they would definitely recommend the hospital",60,H_RECMND_DY
110187,ED2,70,"Patients who reported YES, they would probably recommend the hospital",31,H_RECMND_PY
110189,ED2,92,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
110189,ED2,92,"Patients who reported YES, they would definitely recommend the hospital",73,H_RECMND_DY
110189,ED2,92,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
110190,ED2,56,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110190,ED2,56,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
110190,ED2,56,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
110191,ED2,177,"Patients who reported NO, they would probably not or definitely not recommend the hospital",9,H_RECMND_DN
110191,ED2,177,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
110191,ED2,177,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
110192,ED2,197,"Patients who reported NO, they would probably not or definitely not recommend the hospital",10,H_RECMND_DN
110192,ED2,197,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
110192,ED2,197,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
110194,ED2,40,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110194,ED2,40,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
110194,ED2,40,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
110198,ED2,110,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
110198,ED2,110,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
110198,ED2,110,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
110201,ED2,62,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
110201,ED2,62,"Patients who reported YES, they would definitely recommend the hospital",73,H_RECMND_DY
110201,ED2,62,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
110205,ED2,61,"Patients who reported NO, they would probably not or definitely not recommend the hospital",14,H_RECMND_DN
110205,ED2,61,"Patients who reported YES, they would definitely recommend the hospital",56,H_RECMND_DY
110205,ED2,61,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
110215,ED2,188,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
110215,ED2,188,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
110215,ED2,188,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
110226,ED2,227,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
110226,ED2,227,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
110226,ED2,227,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
110229,ED2,126,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
110229,ED2,126,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
110229,ED2,126,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
